AX_BU,Date,DOW,Total_7LB_EQ_Sales,Weighted_Avg_Sales,Avg_Apparent_Temp,Average_Surface_T,Average_Surface_T_SQ,Average_Surface_T_Cubed,Holiday
410,11/11/2022,Friday,1283.285716,41.95448678,79.64634277,78.1317081,6104.56381,505239.7545,
410,11/12/2022,Saturday,1871.428576,59.67142228,78.50238291,77.32857023,5979.707774,483780.6787,
410,11/13/2022,Sunday,978.5714302,33.51680194,76.66500072,76.42249756,5840.398133,450600.2542,
410,11/14/2022,Monday,1000.285714,34.83141679,77.20256434,76.78461358,5895.876883,460145.4986,
410,11/15/2022,Tuesday,1076.428572,36.3821269,79.66341419,78.49268509,6161.101612,505564.7039,
410,11/16/2022,Wednesday,1140.142859,38.26115875,78.85384525,77.75641006,6046.059306,490307.6042,
410,11/17/2022,Thursday,1004.428572,34.06121528,72.3317097,72.3317097,5231.876228,378430.5525,
410,11/18/2022,Friday,1072.857143,35.95977464,70.70750103,70.70750103,4999.550702,353505.7364,
410,11/19/2022,Saturday,1438.428576,46.13408642,74.07073323,74.07073323,5486.473522,406387.1166,
410,11/20/2022,Sunday,473.1428583,14.59135234,74.03500023,74.03500023,5481.181259,405799.2558,
410,11/21/2022,Monday,831.2857144,27.41509066,75.3307681,75.3307681,5674.724622,427481.3645,
410,11/22/2022,Tuesday,925.714287,30.80486598,77.18048859,77.1317081,5949.300394,459750.8815,
410,11/23/2022,Wednesday,1766.571434,55.13773744,76.82926866,76.30975602,5823.178864,453502.9302,
410,11/24/2022,Thursday,5022.42858,157.8964426,78.23421037,77.2973689,5974.883239,478839.6564,
410,11/25/2022,Friday,1157.57143,37.35416552,80.91025661,79.0512801,6249.104885,529676.5371,
410,11/26/2022,Saturday,1579.000003,51.52973741,79.20256492,78.14359205,6106.420979,496841.3561,
410,11/27/2022,Sunday,977.8571432,32.50335151,82.13333462,79.55127931,6328.40604,554062.0018,
410,11/28/2022,Monday,998.1428576,33.88399045,75.8128218,75.73589873,5735.926356,435740.5578,
410,11/29/2022,Tuesday,1026.857143,34.69128644,76.24615205,76.24615205,5813.475702,443255.1523,
410,11/30/2022,Wednesday,1052,36.55977474,79.02894693,78.13947537,6105.777611,493581.1719,
410,12/1/2022,Thursday,1042.571429,33.28437998,75.82438809,75.82438809,5749.337829,435940.0227,
410,12/2/2022,Friday,1203.857146,38.2281696,75.70243947,75.70243947,5730.859342,433840.0324,
410,12/3/2022,Saturday,1554.857146,50.20467882,75.86341672,75.86341672,5755.257996,436613.5357,
410,12/4/2022,Sunday,762.1428576,25.61842978,74.82000275,74.82000275,5598.032811,418844.8303,
410,12/5/2022,Monday,1004.285714,34.67799741,73.21351252,73.21351252,5360.218416,392440.4181,
410,12/6/2022,Tuesday,964.8571432,34.51459999,75.36999817,75.35999813,5679.129318,428149.5719,
410,12/7/2022,Wednesday,1016.285714,34.89362737,75.82631583,75.80526352,5746.437977,435973.2733,
410,12/8/2022,Thursday,483,17.09282338,75.90000153,75.89375162,5759.861535,437245.5054,
410,12/9/2022,Friday,534,17.90787783,75.4937501,75.48124981,5697.419073,430262.0058,
410,12/10/2022,Saturday,683,23.95512469,75.08124876,75.07499838,5636.255382,423247.5587,
410,12/11/2022,Sunday,376,12.16773557,74.59999847,74.59999847,5565.159772,415160.9105,
410,12/12/2022,Monday,466,17.02420742,73.94000142,73.93333486,5466.138003,404239.1423,
410,12/13/2022,Tuesday,382,13.60050529,75.29375267,75.29375267,5669.149191,426851.5171,
410,12/14/2022,Wednesday,836.0000014,28.46425659,74.43076716,74.43076716,5539.9391,412341.9172,
410,12/15/2022,Thursday,1081.71429,34.64861909,77.40263045,77.01052836,5930.621479,463732.1009,
410,12/16/2022,Friday,1260.714287,42.09304679,71.74358994,71.74358994,5147.142697,369274.495,
410,12/17/2022,Saturday,1063.857144,33.05899424,72.66666608,72.66666608,5280.444359,383712.287,
410,12/18/2022,Sunday,841.8571432,26.70631086,71.56842161,71.56842161,5122.038972,366576.2447,
410,12/19/2022,Monday,777.8571432,26.52478246,69.73999844,69.73999844,4863.667382,339192.1556,
410,12/20/2022,Tuesday,829.1428576,28.19199282,72.76999874,72.76999874,5295.472717,385351.5429,
410,12/21/2022,Wednesday,797,26.43103808,72.96486581,72.96486581,5323.871643,388455.5801,
410,12/22/2022,Thursday,1085.714286,35.57105046,75.0125021,74.94750175,5617.128019,422086.0081,
410,12/23/2022,Friday,1393.285716,42.98293095,73.6023803,73.55952381,5411.003543,398726.9392,
410,12/24/2022,Saturday,1576.857147,48.13123857,51.40487773,52.55365846,2761.887018,135835.408,
410,12/25/2022,Sunday,896,31.97751076,46.32307684,49.30384577,2430.869208,99401.32972,
410,12/26/2022,Monday,405.2857144,14.6698378,57.44358953,57.77948693,3338.469109,189550.4024,
410,12/27/2022,Tuesday,463.1428576,15.43016391,64.81249962,64.81249962,4200.660107,272255.2816,
410,12/28/2022,Wednesday,610.4285719,20.05000472,69.75499992,69.75499992,4865.760014,339411.0894,
410,12/29/2022,Thursday,806.8571439,26.36395498,72.77618808,72.77618808,5296.373551,385449.8777,
410,12/30/2022,Friday,1156.285717,36.5755573,75.13902618,75.080489,5637.079828,424225.4183,
410,12/31/2022,Saturday,2666.142863,78.47495132,76.43255952,76.2558152,5814.949351,446514.1329,
410,1/1/2023,Sunday,966,31.87283351,75.82432639,75.67027283,5725.99019,435938.9586,
410,1/2/2023,Monday,819,28.38045919,76.05277549,76.00833087,5777.266362,439891.1289,
410,1/3/2023,Tuesday,802.5714288,27.86511474,76.04358888,75.95640936,5769.376122,439731.7414,
410,1/4/2023,Wednesday,837.2857144,28.56662575,76.73157702,76.57368188,5863.528757,451775.1849,
410,1/5/2023,Thursday,956.1428576,32.76733014,76.54749775,76.16500187,5801.10751,448531.549,
410,1/6/2023,Friday,961.857146,30.517379,69.07142893,69.07142893,4770.862295,329530.276,
410,1/7/2023,Saturday,1108.857145,35.84278607,68.64249859,68.64249859,4711.792612,323429.2178,
410,1/8/2023,Sunday,726.2857151,23.78198839,72.00256543,72.00256543,5184.369429,373287.899,
410,1/9/2023,Monday,766.2857144,26.60514981,71.24594529,71.24594529,5075.98472,361643.3296,
410,1/10/2023,Tuesday,804.5714288,28.80055469,69.00769199,69.00769199,4762.061554,328618.877,
410,1/11/2023,Wednesday,689.2857144,23.51629912,66.23513691,66.23513691,4387.093361,290579.7294,
410,1/12/2023,Thursday,677.5714288,22.81804472,70.82973047,70.82973047,5016.850719,355342.1842,
410,1/13/2023,Friday,757.8571439,26.07238786,68.83157851,68.83157851,4737.7862,326109.3027,
410,1/14/2023,Saturday,621.2857172,19.67672783,51.20000046,52.88157925,2796.461424,134217.7316,
410,1/15/2023,Sunday,485.4285727,14.83911866,51.34210627,53.27368485,2838.085498,135338.4019,
410,1/16/2023,Monday,456.2857144,15.89757029,60.09729746,60.19729769,3623.714649,217052.5175,
410,1/17/2023,Tuesday,485.2857144,16.74455626,66.472974,66.472974,4418.656273,293721.2236,
410,1/18/2023,Wednesday,617.2857144,21.32046912,69.65277969,69.65277969,4851.509718,337921.1375,
410,1/19/2023,Thursday,664.1428576,21.49612275,74.09189296,74.075677,5487.205922,406735.493,
410,1/20/2023,Friday,1062.428573,35.7172735,73.99749851,73.94499836,5467.862782,405182.9069,
410,1/21/2023,Saturday,1479.428575,47.17111436,74.12325322,74.06278903,5485.296719,407252.1783,
410,1/22/2023,Sunday,709.8571439,23.20299552,75.62380763,75.52618808,5704.205086,432489.5522,
410,1/23/2023,Monday,757.4285719,26.51201156,73.25000218,73.16428757,5353.012975,393027.4882,
410,1/24/2023,Tuesday,729.5714288,25.14140022,71.13749847,71.13749847,5060.543689,359994.419,
410,1/25/2023,Wednesday,718.8571432,25.0956492,75.56999912,75.50249844,5700.62727,431567.0227,
410,1/26/2023,Thursday,721.8571432,24.27998321,72.23250141,72.23250141,5217.53426,376875.5508,
410,1/27/2023,Friday,738.8571439,23.56294941,66.96341463,66.96341463,4484.098899,300270.5739,
410,1/28/2023,Saturday,930.2857158,29.45337617,70.67142795,70.67142795,4994.450729,352964.9649,
410,1/29/2023,Sunday,684.0000007,21.67133451,73.98499928,73.97749882,5472.670331,404977.618,
410,1/30/2023,Monday,809.4285719,26.75522572,76.07894636,75.9526309,5768.80214,440345.4041,
410,1/31/2023,Tuesday,918.4285719,30.76050634,75.82750072,75.72750015,5734.654279,435993.7118,
410,2/1/2023,Wednesday,936.2857144,33.29486658,75.43846248,75.3205138,5673.179799,429317.3947,
410,2/2/2023,Thursday,969.7142863,33.46038132,75.59500046,75.45999985,5694.211577,431995.4991,
410,2/3/2023,Friday,1044.285716,33.71501883,74.29756183,74.00731659,5477.082909,410132.0287,
410,2/4/2023,Saturday,897.0000014,28.5235675,70.74146327,70.74146327,5004.354625,354015.3689,
410,2/5/2023,Sunday,465.8571432,15.7824358,73.08974105,73.08974105,5342.110246,390453.4545,
410,2/6/2023,Monday,892,30.44114356,71.48610942,71.48610942,5110.263839,365312.88,
410,2/7/2023,Tuesday,832.8571432,28.11156839,71.45500183,71.45500183,5105.817287,364836.1836,
410,2/8/2023,Wednesday,822.5714288,27.60276309,72.81282004,72.81282004,5301.706763,386032.2204,
410,2/9/2023,Thursday,856.7142863,28.4021316,74.51499767,74.51499767,5552.484878,413743.3978,
410,2/10/2023,Friday,1165.857144,38.62315534,75.77073372,75.69268501,5729.382564,435015.2462,
410,2/11/2023,Saturday,1440.428575,44.06600215,76.84762065,76.5452374,5859.173369,453827.9886,
410,2/12/2023,Sunday,1072.142862,32.12603164,71.48333123,71.48333123,5109.866643,365270.2898,
410,2/13/2023,Monday,730.5714288,24.27191096,62.93421083,62.93421083,3960.714892,249264.4661,
410,2/14/2023,Tuesday,781.1428576,25.6549168,67.46923202,67.46923202,4552.09727,307126.5069,
410,2/15/2023,Wednesday,868.0000007,28.8514285,73.15789594,73.15789594,5352.077739,391546.7463,
410,2/16/2023,Thursday,999.8571432,34.3058248,75.07948577,75.02820235,5629.231148,423217.7444,
410,2/17/2023,Friday,1167.714286,38.96660059,76.24750233,76.02499886,5779.800451,443278.7022,
410,2/18/2023,Saturday,1338.571432,40.49438373,71.37804655,71.37804655,5094.825529,363658.6938,
410,2/19/2023,Sunday,1148.857144,38.21335775,75.81904566,75.67142686,5726.164844,435847.883,
410,2/20/2023,Monday,1057.142858,36.49403903,75.94000225,75.48250122,5697.607991,437937.1795,
410,2/21/2023,Tuesday,1066,36.36663505,76.07105135,75.59736653,5714.961827,440208.3291,
410,2/22/2023,Wednesday,993.2857144,34.44060857,75.91282106,75.72307919,5733.984722,437467.0955,
410,2/23/2023,Thursday,1110.285715,37.28430582,76.77073074,76.57560953,5863.823975,452467.118,
410,2/24/2023,Friday,1405.285716,46.58033386,75.80000231,75.65366084,5723.476399,435519.5518,
410,2/25/2023,Saturday,1966.571431,63.46672266,75.83902499,75.78536541,5743.42161,436192.5289,
410,2/26/2023,Sunday,1306.571429,42.8236742,75.93902606,75.63414578,5720.524008,437920.2911,
410,2/27/2023,Monday,1089.714286,36.71265998,75.39499931,75.15249786,5647.897935,428575.7805,
410,2/28/2023,Tuesday,997.1428576,34.33141457,75.61282094,75.37435874,5681.293955,432301.0822,
410,3/1/2023,Wednesday,1141.571429,38.25988754,74.10250244,74.00249844,5476.369775,406910.2437,
410,3/2/2023,Thursday,1180.428572,38.76520486,75.70499802,75.61749821,5718.006035,433884.0219,
410,3/3/2023,Friday,1178.714288,39.3529518,78.60930225,77.83023391,6057.54531,485760.0833,
410,3/4/2023,Saturday,1768.714288,57.27701083,79.41707295,78.65365805,6186.397925,500889.1555,
410,3/5/2023,Sunday,1397.428572,49.10821891,75.94594595,75.675673,5726.807483,438040.0174,
410,3/6/2023,Monday,1054.428572,35.35777684,77.37179507,76.76154034,5892.334075,463178.1018,
410,3/7/2023,Tuesday,1068.142858,36.72263274,77.80000145,77.17105143,5955.371178,470910.9782,
410,3/8/2023,Wednesday,1147.285714,38.5387843,75.54359025,75.47179472,5695.991798,431114.7315,
410,3/9/2023,Thursday,1149.285716,37.62812507,72.46999969,72.46999969,5251.900856,380605.2534,
410,3/10/2023,Friday,1261.714287,41.7687298,73.87619,73.87857165,5458.043349,403193.4505,
410,3/11/2023,Saturday,1579.142858,50.79033239,74.59755911,74.31951458,5523.390247,415120.1856,
410,3/12/2023,Sunday,1322.142858,43.80713805,76.06511741,75.80232523,5745.99251,440105.3216,
410,3/13/2023,Monday,1098.857144,37.52822102,77.91749859,77.13999825,5950.579329,473047.7764,
410,3/14/2023,Tuesday,937.0000007,33.17890936,72.42647059,72.42647059,5245.593642,379919.8336,
410,3/15/2023,Wednesday,847.5714295,30.20058692,67.73235321,67.73235321,4587.671671,310733.7981,
410,3/16/2023,Thursday,792.4285719,28.28141255,68.69117647,68.69117647,4718.477725,324117.7861,
410,3/17/2023,Friday,1050.000001,35.61819849,72.25675738,72.25675738,5221.038986,377255.3473,
410,3/18/2023,Saturday,1422.714289,45.08009763,76.84871732,76.39230777,5835.784687,453847.4183,
410,3/19/2023,Sunday,639.1428576,22.32403092,69.70000119,69.70000119,4858.090165,338608.8903,
410,3/20/2023,Monday,622.8571432,22.19593249,66.25,66.25,4389.0625,290775.3906,
410,3/21/2023,Tuesday,882.8571432,31.76501343,69.18823691,69.18823691,4787.012127,331204.9291,
422,3/22/2022,Tuesday,1151.285716,11.93298081,58.19280613,58.37625926,3407.787645,197064.275,
422,3/23/2022,Wednesday,942.4285722,9.713112958,55.78031519,56.22913382,3161.71549,173557.3026,
422,3/24/2022,Thursday,1131.000003,12.54639557,63.36250013,63.38088249,4017.136265,254388.1725,
422,3/25/2022,Friday,1733.571436,20.21099599,56.03521164,56.22323942,3161.05265,175947.4795,
422,3/26/2022,Saturday,2629.000015,32.90884356,42.10496445,46.3375888,2147.172136,74644.86125,
422,3/27/2022,Sunday,1298.000008,15.14807096,33.16963015,39.06814863,1526.320238,36494.03524,
422,3/28/2022,Monday,765.1428586,8.712836886,29.60866101,34.84094518,1213.891461,25957.10794,
422,3/29/2022,Tuesday,745.2857157,8.12269459,28.99307732,34.21000035,1170.324124,24371.53825,
422,3/30/2022,Wednesday,831.2857147,8.759097197,46.67364327,48.31937997,2334.762481,101675.217,
422,3/31/2022,Thursday,957.7142886,10.94583399,64.4950361,64.4950361,4159.609682,268274.1766,
422,4/1/2022,Friday,1999.857151,23.75145722,52.25957497,53.33829828,2844.974064,142724.2008,
422,4/2/2022,Saturday,3328.857157,37.97645549,43.64109567,46.31780771,2145.339311,83116.44065,
422,4/3/2022,Sunday,2305.714294,25.60576317,49.22260232,51.3842467,2640.340808,119259.6997,
422,4/4/2022,Monday,1074.857146,12.06473376,46.31843975,47.98014185,2302.094012,99371.48159,
422,4/5/2022,Tuesday,1108.142859,12.0848412,54.7525925,55.80444483,3114.136063,164139.8615,
422,4/6/2022,Wednesday,1208.571431,13.0412158,60.55882302,60.55882302,3667.371046,222091.6741,
422,4/7/2022,Thursday,1190.285719,13.84433756,53.03656709,53.45298505,2857.221611,149185.3635,
422,4/8/2022,Friday,2029.714292,23.91911204,52.26312029,53.18723351,2828.881809,142753.2502,
422,4/9/2022,Saturday,2908.57144,32.82153544,44.89160852,47.52097963,2258.243505,90468.10659,
422,4/10/2022,Sunday,1573.71429,17.93308515,42.8113472,46.07375882,2122.791252,78465.12732,
422,4/11/2022,Monday,1246.571431,13.63796876,52.48321163,53.33868542,2845.015362,144564.3505,
422,4/12/2022,Tuesday,1610.428574,17.73007583,66.64244607,66.68129439,4446.395022,295973.4723,
422,4/13/2022,Wednesday,2414.285717,25.05484282,71.22608655,71.2949274,5082.966673,361341.0059,
422,4/14/2022,Thursday,2330.428575,23.85122418,69.1607145,69.13785727,4780.043308,330809.836,
422,4/15/2022,Friday,3253.571445,37.32297418,59.98896548,60.10137868,3612.17572,215880.849,
422,4/16/2022,Saturday,5206.857165,61.76568253,63.16690098,63.17253481,3990.769154,252039.5594,
422,4/17/2022,Sunday,4324.428591,50.48757025,54.00851048,54.80354599,3003.428653,157538.4614,
422,4/18/2022,Monday,827.0000021,9.306815551,39.36212109,44.34469723,1966.452172,60986.74843,
422,4/19/2022,Tuesday,1056.428574,11.84179373,40.75766451,44.94233542,2019.813513,67706.11123,
422,4/20/2022,Wednesday,1279.142863,14.84106446,47.63211658,49.52700778,2452.924499,108068.6287,
422,4/21/2022,Thursday,1566.285719,17.72250906,53.56857191,55.14142862,3040.57715,153719.9398,
422,4/22/2022,Friday,3290.00001,36.84152519,64.79256846,64.79256846,4198.076928,272004.1868,
422,4/23/2022,Saturday,6532.857172,73.91849667,65.28082333,65.25273921,4257.919975,278199.8359,
422,4/24/2022,Sunday,4374.85716,48.26001938,72.11772962,72.12411315,5201.887698,375081.9265,
422,4/25/2022,Monday,2540.000004,25.87062596,67.8328687,67.83076907,4601.013232,312119.2482,
422,4/26/2022,Tuesday,2060.857146,21.48878872,63.97898511,63.93478289,4087.656463,261885.8538,
422,4/27/2022,Wednesday,1800.000004,19.70807646,54.0072469,55.00072471,3025.079719,157527.4044,
422,4/28/2022,Thursday,1770.857149,20.10899804,44.6827338,47.87050275,2291.585033,89211.16469,
422,4/29/2022,Friday,2762.57144,32.64896387,51.47588711,52.97588722,2806.444626,136399.1046,
422,4/30/2022,Saturday,4829.285735,57.27875962,55.73541692,56.28402808,3167.891817,173138.5445,
422,5/1/2022,Sunday,2640.285727,30.92133701,61.86142848,61.98428595,3842.051705,236733.5621,
422,5/2/2022,Monday,2577.714291,27.00848326,68.79148897,68.91347439,4749.066952,325539.8276,
422,5/3/2022,Tuesday,1950.857148,21.45445121,63.94452509,63.93941567,4088.248877,261462.915,
422,5/4/2022,Wednesday,2170.000006,24.38430867,68.45999919,68.21999964,4653.968351,320856.3724,
422,5/5/2022,Thursday,2546.285721,27.58124772,63.47379271,63.47379271,4028.922362,255730.9828,
422,5/6/2022,Friday,2201.000011,26.75389769,62.77625914,62.77625914,3940.858712,247392.3677,
422,5/7/2022,Saturday,3373.714304,41.51271973,52.36597199,53.76597163,2890.779706,143597.7077,
422,5/8/2022,Sunday,1527.428578,17.81685868,41.3921432,46.3671429,2149.91194,70917.55292,
422,5/9/2022,Monday,1696.285717,18.56067769,51.70000035,53.39424421,2850.945315,138188.4158,
422,5/10/2022,Tuesday,1592.000004,18.03574437,57.47956174,58.02773736,3367.218303,189906.7251,
422,5/11/2022,Wednesday,1842.71429,19.56899701,59.58499982,59.68571459,3562.384526,211548.9271,
422,5/12/2022,Thursday,1841.000006,20.84382894,61.31560289,61.31560289,3759.603158,230522.3343,
422,5/13/2022,Friday,2707.857152,30.59081781,63.94184421,63.94184421,4088.559441,261430.0308,
422,5/14/2022,Saturday,4437.428593,53.51011845,66.22069002,66.22069002,4385.179787,290389.6314,
422,5/15/2022,Sunday,4006.571446,43.48785405,70.91655216,70.58482803,4982.217948,356650.5009,
422,5/16/2022,Monday,2171.857148,22.9191589,70.60070366,70.43802885,4961.515908,351906.3379,
422,5/17/2022,Tuesday,2866.571438,30.07652101,69.4239438,69.69999904,4858.089867,334601.4693,
422,5/18/2022,Wednesday,3084.285722,32.55551249,68.39160764,68.43007041,4682.674536,319895.726,
422,5/19/2022,Thursday,4169.428587,47.55133785,74.32083199,74.12500021,5494.515656,410517.5121,
422,5/20/2022,Friday,7899.857179,95.36113651,80.3999991,79.54121636,6326.8051,519718.4466,
422,5/21/2022,Saturday,15819.14294,199.8048063,83.52054633,83.04794599,6896.961333,582612.7431,
422,5/22/2022,Sunday,6132.000024,70.48818823,79.08273315,78.26978368,6126.159037,494589.6356,
422,5/23/2022,Monday,2742.285717,27.73949194,68.49772609,68.49166552,4691.108246,321387.1169,
422,5/24/2022,Tuesday,1136.428575,14.38603285,58.70154988,58.70154988,3445.871959,202278.0247,
422,5/25/2022,Wednesday,1875.142861,21.27536536,59.61805537,59.61805537,3554.312526,211901.201,
422,5/26/2022,Thursday,2240.42858,27.26670476,63.05547408,63.05547408,3975.992811,250708.1117,
422,5/27/2022,Friday,3852.857165,50.38990562,69.64068888,69.64068888,4849.825547,337745.192,
422,5/28/2022,Saturday,10142.28577,125.8292565,69.53472265,69.53472265,4835.077653,336205.7836,
422,5/29/2022,Sunday,9281.714325,113.7703971,71.1854159,70.93611055,5031.93178,360722.3738,
422,5/30/2022,Monday,6871.857179,83.70636141,77.17708185,76.54235999,5858.732873,459690.0041,
422,5/31/2022,Tuesday,4655.142869,49.66497651,81.2767608,80.25422588,6440.740771,536907.117,
422,6/1/2022,Wednesday,5525.142869,58.38752201,83.44829907,82.78299277,6853.023892,581102.129,
422,6/2/2022,Thursday,5731.857161,62.00267627,80.91338053,80.39366284,6463.141025,529737.8915,
422,6/3/2022,Friday,6262.571457,73.71033874,72.06597058,72.17083391,5208.629267,374274.9148,
422,6/4/2022,Saturday,9925.000041,118.0609341,70.95586222,71.41448306,5100.028391,357243.9192,
422,6/5/2022,Sunday,5974.142881,69.80867648,68.60935244,68.68345203,4717.416583,322960.9106,
422,6/6/2022,Monday,4396.571438,47.37027611,67.31142932,67.59928474,4569.663298,304976.5435,
422,6/7/2022,Tuesday,3833.000006,41.22580066,70.68802734,70.67605569,4995.104848,353213.7378,
422,6/8/2022,Wednesday,4526.571438,47.56493842,78.95251953,77.41798417,5993.544273,492150.5574,
422,6/9/2022,Thursday,4867.714297,52.07934716,76.59064626,76.57266137,5863.372469,449290.4653,
422,6/10/2022,Friday,6396.571451,71.89859788,70.31438368,70.50274068,4970.636443,347642.2269,
422,6/11/2022,Saturday,7600.857182,90.20517638,69.4234485,69.45172435,4823.542015,334594.3077,
422,6/12/2022,Sunday,3974.285732,45.29415323,72.45724156,71.68482734,5138.714471,380404.2754,
422,6/13/2022,Monday,5239.00001,54.66420178,82.84929716,80.04084563,6406.536969,568678.0761,
422,6/14/2022,Tuesday,3962.428577,41.3037917,82.58214373,81.12357145,6581.033845,563194.5679,
422,6/15/2022,Wednesday,5182.571441,55.81799978,80.50287903,79.12014452,6259.997269,521716.0974,
422,6/16/2022,Thursday,4869.714297,53.35566099,80.74405617,78.6538461,6186.427506,526419.1591,
422,6/17/2022,Friday,8282.000027,95.94515884,86.1489516,84.7902083,7189.379423,639366.6656,
422,6/18/2022,Saturday,10439.00004,120.9630804,72.57972098,72.61048975,5272.283221,382336.6081,
422,6/19/2022,Sunday,5836.714308,70.81497853,66.7496406,66.7496406,4455.51452,297403.9928,
422,6/20/2022,Monday,3828.571432,40.52601189,67.86350317,68.04963556,4630.7529,312542.3142,
422,6/21/2022,Tuesday,3672.714293,38.45442968,71.82132424,71.9816172,5181.353214,370476.1246,
422,6/22/2022,Wednesday,4403.142863,46.31413684,76.62043907,76.11021902,5792.76544,449814.9744,
422,6/23/2022,Thursday,3107.571437,35.80053457,68.83758853,68.83758853,4738.613595,326194.7329,
422,6/24/2022,Friday,6019.142878,70.35859059,72.17279011,71.60748291,5127.631609,375941.686,
422,6/25/2022,Saturday,10701.85718,127.1626824,75.48767095,75.5568486,5708.837371,430158.0734,
422,6/26/2022,Sunday,6159.142878,71.51766794,78.09300568,77.94685294,6075.711884,476251.5646,
422,6/27/2022,Monday,3329.428578,36.02464685,75.51071281,74.80571338,5595.894754,430552.0982,
422,6/28/2022,Tuesday,3862.142862,41.18283372,70.56906375,70.73381432,5003.272489,351433.4264,
422,6/29/2022,Wednesday,4297.142866,47.29572872,73.81549341,73.99718137,5475.58285,402200.4769,
422,6/30/2022,Thursday,5776.000017,65.71433971,80.07872366,79.13829684,6262.870027,513512.9822,
422,7/1/2022,Friday,8007.714317,95.70804128,82.70419722,81.60769162,6659.815332,565695.4055,
422,7/2/2022,Saturday,12557.00006,154.2821128,83.04,81.51066661,6643.98877,572614.0785,
422,7/3/2022,Sunday,10683.42863,137.8120059,77.55833382,76.83402819,5903.467888,466536.2689,
422,7/4/2022,Monday,10801.28578,145.0961158,76.5971836,76.93098675,5918.376723,449405.5217,
422,7/5/2022,Tuesday,3650.85715,39.66680001,83.07071528,80.6757146,6508.570927,573249.7182,
422,7/6/2022,Wednesday,4403.428577,47.17329863,86.28561078,83.15827261,6915.298304,642414.2011,
422,7/7/2022,Thursday,4547.85715,48.62110253,82.1905804,79.48188334,6317.369779,555221.3296,
422,7/8/2022,Friday,6193.714298,68.02215058,81.70797,79.3456511,6295.732349,545498.1251,
422,7/9/2022,Saturday,4949.000012,58.45832984,73.89148858,73.45744654,5395.996452,403443.9871,
422,7/10/2022,Sunday,3422.571437,41.19578178,69.31102938,69.29485315,4801.776674,332971.4877,
422,7/11/2022,Monday,4419.571433,47.27802483,72.58014192,72.5489364,5263.348172,382343.2604,
422,7/12/2022,Tuesday,4661.285723,49.63728201,80.66642761,79.25785697,6281.807891,524902.2963,
422,7/13/2022,Wednesday,4640.428578,49.8859424,81.27762209,80.73986043,6518.925062,536924.186,
422,7/14/2022,Thursday,5306.142865,56.64520066,79.97246264,79.6978265,6351.743548,511471.4647,
422,7/15/2022,Friday,6130.285722,67.27914722,78.11240949,77.58905235,6020.061045,476606.6563,
422,7/16/2022,Saturday,8550.000026,101.0171642,78.21875095,77.36944416,5986.030889,478555.8502,
422,7/17/2022,Sunday,4815.714298,57.73219781,80.85563918,79.68721852,6350.052795,528604.6071,
422,7/18/2022,Monday,4891.857151,53.02408739,84.78248162,83.18029228,6918.961024,609422.3439,
422,7/19/2022,Tuesday,4854.28572,51.28277525,83.55661695,80.94779458,6552.545447,583367.9208,
422,7/20/2022,Wednesday,5668.00001,62.40303041,84.0431664,83.14820187,6913.623474,593618.216,
422,7/21/2022,Thursday,6185.714295,67.37946513,85.67785601,83.17285799,6917.724307,628935.0101,
422,7/22/2022,Friday,7862.714308,88.83443998,84.36690686,84.04388538,7063.374669,600504.6582,
422,7/23/2022,Saturday,11214.00002,130.0365031,86.28581719,85.46950412,7305.036134,642418.8116,
422,7/24/2022,Sunday,5670.428586,63.23805673,85.86762682,85.29064782,7274.494606,633123.4224,
422,7/25/2022,Monday,4891.285723,51.35438112,85.83065852,83.60656883,6990.058352,632306.0448,
422,7/26/2022,Tuesday,3695.000005,37.40980325,80.89710136,79.1333334,6262.084455,529418.2179,
422,7/27/2022,Wednesday,4091.857152,43.38110969,83.83591601,81.13168931,6582.351011,589237.4504,
422,7/28/2022,Thursday,5950.571438,63.66498073,85.97021306,83.76453968,7016.498107,635395.3162,
422,7/29/2022,Friday,6417.857159,69.91124895,82.46206828,79.37931145,6301.075086,560741.4628,
422,7/30/2022,Saturday,9742.142891,114.3133572,78.81448417,78.73379269,6199.010112,489573.7373,
422,7/31/2022,Sunday,3374.142873,41.69657341,72.74685247,72.63916112,5276.447728,384983.9486,
422,8/1/2022,Monday,4294.714295,47.94308387,78.70915469,76.93802858,5919.460241,487613.5268,
422,8/2/2022,Tuesday,5305.285721,56.82180542,83.50571338,81.79000113,6689.604285,582302.3885,
422,8/3/2022,Wednesday,5687.142868,63.08615766,83.5784175,82.24676212,6764.529879,583824.6551,
422,8/4/2022,Thursday,6017.571441,65.10403833,85.67246462,84.34565121,7114.188878,628816.2879,
422,8/5/2022,Friday,6135.000019,71.18415052,82.63795677,80.86861414,6539.732753,564337.2429,
422,8/6/2022,Saturday,8096.571458,97.04285536,81.63214269,80.51214191,6482.204995,543980.8211,
422,8/7/2022,Sunday,5308.714308,62.3788496,83.88561073,82.41870562,6792.843036,590285.9039,
422,8/8/2022,Monday,5266.571436,55.10558781,85.75563495,84.00281627,7056.473141,630649.42,
422,8/9/2022,Tuesday,5596.714292,57.35238331,87.53357507,85.49342942,7309.126474,670693.3484,
422,8/10/2022,Wednesday,4945.714299,53.49686126,86.13529318,81.85882406,6700.867076,639062.6099,
422,8/11/2022,Thursday,4134.428578,44.41535152,75.95808787,75.18382403,5652.607396,438250.147,
