AX_BU,Date,DOW,Total_7LB_EQ_Sales,Weighted_Avg_Sales,Avg_Apparent_Temp,Average_Surface_T,Average_Surface_T_SQ,Average_Surface_T_Cubed,Holiday
104,3/22/2022,Tuesday,1474.714285,10.83036758,56.19269496,57.20639338,3272.571443,177435.1194,
104,3/23/2022,Wednesday,1692.857144,12.42727965,58.43502315,58.96866328,3477.303249,199535.2647,
104,3/24/2022,Thursday,2110.857142,15.65208841,66.59954906,66.69819651,4448.649418,295402.2955,
104,3/25/2022,Friday,3034.714285,22.79323837,71.33389942,72.08008433,5195.538557,362984.3452,
104,3/26/2022,Saturday,5989.285712,43.77890349,72.36169969,73.43744578,5393.058443,378901.4595,
104,3/27/2022,Sunday,3222.999999,21.34434089,69.73227414,70.24772824,4934.743323,339079.4629,
104,3/28/2022,Monday,1651.571428,12.01664183,61.89041061,62.02237473,3846.774967,237066.4477,
104,3/29/2022,Tuesday,1571.857142,11.75786589,55.51376173,55.95642333,3131.121312,171081.0752,
104,3/30/2022,Wednesday,1835.571428,13.76201163,62.03926924,62.22694002,3872.192064,238781.1398,
104,3/31/2022,Thursday,2209.999999,17.57379503,62.89821437,62.89955369,3956.353854,248836.9956,
104,4/1/2022,Friday,3021.571427,23.62229846,63.35714352,63.42589375,4022.843998,254323.6607,
104,4/2/2022,Saturday,5148.85714,35.62306743,67.65132769,67.74513386,4589.403162,309619.9761,
104,4/3/2022,Sunday,2998.714285,20.49591725,65.22361125,65.22361125,4254.119464,277469.0341,
104,4/4/2022,Monday,2176.285714,15.90157408,68.81428528,69.13428773,4779.549741,325863.5696,
104,4/5/2022,Tuesday,2293.142857,16.05736058,71.25299392,72.14608255,5205.057227,361750.6765,
104,4/6/2022,Wednesday,2037.857141,14.60258104,63.14744178,63.14744178,3987.599403,251806.7011,
104,4/7/2022,Thursday,2504.857143,18.21369965,64.0925576,64.35116338,4141.072228,263282.9934,
104,4/8/2022,Friday,3592.857144,27.08111058,68.57117314,69.3315318,4806.861302,322422.0529,
104,4/9/2022,Saturday,5990.428571,43.4378914,72.53600104,73.8248879,5450.114073,381646.0984,
104,4/10/2022,Sunday,3326.571428,23.99782588,62.22102739,62.28270987,3879.135949,240885.9854,
104,4/11/2022,Monday,1998.999999,15.28713793,60.5694826,60.77230027,3693.27248,222208.9726,
104,4/12/2022,Tuesday,1475.571428,11.14417861,48.42926779,50.22048829,2522.097444,113585.7131,
104,4/13/2022,Wednesday,1827.714285,13.35074907,50.34511564,51.2246518,2623.964952,127606.2742,
104,4/14/2022,Thursday,2170.142856,16.5653924,58.39530515,58.97605534,3478.175104,199128.6717,
104,4/15/2022,Friday,3111.285713,23.10479788,62.72946385,62.97633907,3966.019282,246839.5391,
104,4/16/2022,Saturday,4265.000001,32.86251409,64.30493294,64.30493294,4135.124401,265908.8973,
104,4/17/2022,Sunday,8383.714289,65.1880396,66.25288903,66.64044478,4440.94888,290813.4327,
104,4/18/2022,Monday,2466.571428,18.09384938,72.14637837,73.36280019,5382.100452,375529.1078,
104,4/19/2022,Tuesday,2248.428571,16.42546826,71.20094253,71.72688779,5144.746432,360958.4624,
104,4/20/2022,Wednesday,2581.428571,18.57258908,66.73738291,66.87663554,4472.484381,297240.18,
104,4/21/2022,Thursday,2345,18.42597268,66.60981109,66.81261601,4463.925658,295538.8682,
104,4/22/2022,Friday,2529.428571,20.01453433,56.04174327,56.55642088,3198.628742,176009.0135,
104,4/23/2022,Saturday,4498.142861,33.05304074,57.14884877,57.49539141,3305.720033,186647.6209,
104,4/24/2022,Sunday,2802.428572,21.09194181,59.18280625,59.66470656,3559.877209,207293.9668,
104,4/25/2022,Monday,2113.428571,15.56477635,62.37381018,62.70666617,3932.125982,242664.8217,
104,4/26/2022,Tuesday,2261.142857,16.1883774,70.46651113,71.45094519,5105.237568,349903.518,
104,4/27/2022,Wednesday,2476,17.62047298,71.17360991,72.05648175,5192.136562,360542.9278,
104,4/28/2022,Thursday,2374.571428,17.82150549,67.99999794,68.33698642,4669.943713,314431.9715,
104,4/29/2022,Friday,3270.142856,24.29947073,65.89683184,65.98280555,4353.730629,286149.9048,
104,4/30/2022,Saturday,5821.857144,43.41402609,69.45796558,70.32168198,4945.138956,335093.6331,
104,5/1/2022,Sunday,3462.714286,24.98379349,68.66188477,69.11121067,4776.359441,323703.3261,
104,5/2/2022,Monday,2556.857141,18.10706146,67.06313405,67.53732595,4561.290397,301614.0276,
104,5/3/2022,Tuesday,2214.142857,16.43399093,66.6216818,66.63628335,4440.394259,295696.9028,
104,5/4/2022,Wednesday,2474.571428,17.76574924,65.17669471,65.29788072,4263.813227,276870.699,
104,5/5/2022,Thursday,3209,23.33373936,72.5314413,73.89214008,5460.048366,381574.1301,
104,5/6/2022,Friday,4449.285717,31.81555472,75.90159263,77.77649473,6049.183132,437273.0042,
104,5/7/2022,Saturday,6823.142862,49.16675136,75.27341204,76.81785574,5900.982961,426505.6683,
104,5/8/2022,Sunday,3659.14286,26.9568127,67.16113504,67.33013223,4533.346706,302938.2287,
104,5/9/2022,Monday,2292.714285,16.40502244,58.05470727,58.42825198,3413.860629,195664.6267,
104,5/10/2022,Tuesday,1956.142858,13.78618627,57.78577657,58.65288896,3440.161384,192958.0325,
104,5/11/2022,Wednesday,1983.428571,13.50919612,54.40273931,55.48995411,3079.135007,161013.5051,
104,5/12/2022,Thursday,2311.714287,15.67562842,58.00519492,59.05800898,3487.848424,195164.4319,
104,5/13/2022,Friday,3720.142862,25.29160893,70.13733984,71.08240293,5052.708006,345022.8593,
104,5/14/2022,Saturday,7485.000006,54.72155551,76.44129332,78.72064796,6196.940415,446667.2173,
104,5/15/2022,Sunday,4675.714292,35.18123934,79.70211701,82.77033874,6850.928975,506301.9165,
104,5/16/2022,Monday,3638.571428,24.40637346,79.01802639,81.68025558,6671.664151,493376.5852,
104,5/17/2022,Tuesday,3792.285713,26.01735193,77.4253184,79.81265655,6370.060145,464140.0022,
104,5/18/2022,Wednesday,3939,27.29681728,78.93109205,81.53739506,6648.346793,491749.9614,
104,5/19/2022,Thursday,5280.57143,38.1473486,80.69262245,84.04630971,7063.782175,525413.8175,
104,5/20/2022,Friday,4641.000001,34.21538167,70.56213906,70.58148087,4981.745441,351329.9819,
104,5/21/2022,Saturday,6095.857145,45.34953219,66.03999828,66.2795815,4392.982924,288019.0143,
104,5/22/2022,Sunday,4010.000002,30.27062405,73.73493258,75.04497895,5631.748865,400885.0517,
104,5/23/2022,Monday,3180.714287,22.34924537,72.98190149,74.18823612,5503.894378,388727.7308,
104,5/24/2022,Tuesday,3334,23.04503111,73.71521815,75.41217389,5686.995971,400563.5851,
104,5/25/2022,Wednesday,3974.714284,28.34479394,78.16118232,80.73839659,6518.688684,477499.9832,
104,5/26/2022,Thursday,4273.999999,29.89183594,81.39396595,84.47930961,7136.753752,539233.2088,
104,5/27/2022,Friday,5938.14286,43.9761983,80.16172737,83.16872447,6917.03673,515111.4471,
104,5/28/2022,Saturday,8271.142863,64.93504984,76.23441386,77.70324043,6037.793573,443050.4648,
104,5/29/2022,Sunday,5715.142861,42.92886967,71.55416778,72.64874961,5277.840819,366357.2622,
104,5/30/2022,Monday,4731.714288,36.61240564,66.87542569,67.1122904,4504.059523,299088.4752,
104,5/31/2022,Tuesday,3149.571429,22.26864751,70.13230079,70.92920124,5030.951589,344948.4997,
104,6/1/2022,Wednesday,3589.000002,26.95253701,71.44721068,72.56609511,5265.83816,364716.856,
104,6/2/2022,Thursday,3884.285716,28.55455947,77.98283259,80.66995514,6507.641663,474238.7293,
104,6/3/2022,Friday,5245.000003,36.95758435,78.84100517,81.33682079,6615.678416,490068.1271,
104,6/4/2022,Saturday,7178.714289,55.32459591,78.05182052,79.97327908,6395.725367,475498.4566,
104,6/5/2022,Sunday,4845.714287,36.35026485,79.31176569,81.46092493,6635.882291,498899.2551,
104,6/6/2022,Monday,4399.714285,30.5146478,81.05836978,83.55836788,6982.000843,532590.7205,
104,6/7/2022,Tuesday,4859.42857,34.51386294,83.43869685,86.47000291,7477.061404,580901.5536,
104,6/8/2022,Wednesday,5182.714286,36.49370231,84.3191315,87.80826018,7710.290556,599485.0731,
104,6/9/2022,Thursday,5581.142858,40.252422,85.23836327,88.90474007,7904.052807,619306.0257,
104,6/10/2022,Friday,6736.857141,49.54143073,86.94256084,91.34504186,8343.916672,657199.59,
104,6/11/2022,Saturday,9229.428572,68.32895305,87.22245886,91.96652496,8457.841714,663567.3006,
104,6/12/2022,Sunday,5646.142858,40.83492201,84.55430935,88.47155206,7827.215524,604515.2199,
104,6/13/2022,Monday,4583,32.71620924,80.47542485,82.60296763,6823.250262,521182.5114,
104,6/14/2022,Tuesday,4357.857142,31.1938797,75.32699261,77.09822879,5944.136883,427417.0932,
104,6/15/2022,Wednesday,4587.142856,32.2865261,79.16239627,82.33429891,6778.936778,496085.7999,
104,6/16/2022,Thursday,4969.428571,34.24054065,84.55887462,88.90346094,7903.825368,604613.1424,
104,6/17/2022,Friday,5491.857141,39.15514653,81.11784261,84.13858849,7079.302073,533763.8723,
104,6/18/2022,Saturday,5968.42857,44.18425264,74.2900854,75.92241271,5764.212751,410008.2285,
104,6/19/2022,Sunday,5084.857143,38.4148079,70.65147603,71.93586525,5174.768709,352666.1025,
104,6/20/2022,Monday,4030.571427,29.0480465,73.64549377,75.29141645,5668.797391,399428.0268,
104,6/21/2022,Tuesday,4027.285713,28.44826641,79.43106277,82.38808373,6787.796341,501153.9065,
104,6/22/2022,Wednesday,3567.999999,24.69275,78.6515277,79.97947773,6396.716858,486543.2905,
104,6/23/2022,Thursday,4138.142856,30.13305507,79.18427986,81.10480466,6577.989339,496497.3264,
104,6/24/2022,Friday,5507.142857,39.88242047,81.86083504,84.99166641,7223.58336,548565.5261,
104,6/25/2022,Saturday,7480.714283,55.31253998,84.42685826,88.1442157,7769.402762,601785.7297,
104,6/26/2022,Sunday,5268.571429,39.28047766,85.38818646,89.30717533,7975.771565,622577.4256,
104,6/27/2022,Monday,5108.857141,35.98647559,84.8102052,87.64530552,7681.69958,610020.3766,
104,6/28/2022,Tuesday,5157.999999,36.90026886,87.79102547,91.17179616,8312.296416,676628.6236,
104,6/29/2022,Wednesday,5384.285714,37.929022,87.70555421,91.53675249,8378.977056,674654.2983,
104,6/30/2022,Thursday,5545.285713,39.18114859,85.42127669,89.00042419,7921.075507,623301.503,
104,7/1/2022,Friday,6377.857144,47.17122419,83.7594254,87.52131384,7659.980376,587626.0877,
104,7/2/2022,Saturday,8227.142859,61.28203132,83.63538967,87.06748925,7580.747684,585019.381,
104,7/3/2022,Sunday,6813.714285,52.64679868,80.66249997,83.38916607,6953.753018,524825.6277,
104,7/4/2022,Monday,12330.28572,93.70958933,79.1534696,81.65632614,6667.755598,495917.997,
104,7/5/2022,Tuesday,4227.42857,29.56172504,81.08771937,83.6982456,7005.396317,533169.4507,
104,7/6/2022,Wednesday,4560.142857,31.84714319,81.1463498,83.8798298,7035.825847,534326.8108,
104,7/7/2022,Thursday,4854.857142,33.82713932,82.48326134,85.42446055,7297.33846,561173.9118,
104,7/8/2022,Friday,5813,40.6388395,84.09570791,87.8386273,7715.624447,594732.2541,
104,7/9/2022,Saturday,7994.142858,57.7038449,86.12064667,90.22145667,8139.911244,638736.6655,
104,7/10/2022,Sunday,5263.714285,38.26264655,87.55950433,91.28636267,8333.20001,671289.5447,
104,7/11/2022,Monday,5923.142855,49.4395752,88.8069956,92.52510159,8560.894424,700392.5751,
104,7/12/2022,Tuesday,5907.142857,41.92500722,89.75751165,93.47253503,8737.114805,723123.3949,
104,7/13/2022,Wednesday,6167.571427,45.24630481,89.55601498,93.08589214,8664.983315,718264.2997,
104,7/14/2022,Thursday,5607.142856,42.47587056,88.65744593,90.00255234,8100.459428,696860.1781,
104,7/15/2022,Friday,6234.571429,47.42213508,84.00254081,83.35762842,6948.494216,592757.7856,
104,7/16/2022,Saturday,8022.142858,59.85239614,88.94309608,89.91715451,8085.094675,703617.6566,
104,7/17/2022,Sunday,5027.142858,35.69449559,86.65905199,87.41034541,7640.568484,650791.3941,
104,7/18/2022,Monday,4692.714286,32.61584576,86.34622209,88.00444543,7744.782415,643768.9437,
104,7/19/2022,Tuesday,4947.428571,35.61369741,88.58127911,90.671231,8221.27213,695065.6744,
104,7/20/2022,Wednesday,5354.428572,38.95196551,88.74819671,92.42657567,8542.67189,699002.3116,
104,7/21/2022,Thursday,5692.857142,40.3746584,89.59210526,94.25482499,8883.972034,719133.0121,
104,7/22/2022,Friday,6739.142857,48.09005272,90.38461548,94.43290593,8917.573723,738386.154,
104,7/23/2022,Saturday,7052.857143,51.31742683,88.27489293,91.28255508,8332.504862,687878.2827,
104,7/24/2022,Sunday,4911.999999,38.66940786,88.59227257,90.15363534,8127.677965,695324.4918,
104,7/25/2022,Monday,4081.571428,29.58836978,83.52071961,83.96936894,7050.854921,582616.3695,
104,7/26/2022,Tuesday,3946.285714,28.34175414,81.61614477,80.8856492,6542.488246,543661.0626,
104,7/27/2022,Wednesday,4140.571428,28.716049,85.1842796,85.20524124,7259.933135,618127.926,
104,7/28/2022,Thursday,4229.571428,30.99566091,84.09004463,83.93212639,7044.60184,594612.1088,
104,7/29/2022,Friday,4673.714285,34.66641636,84.72946351,84.52589328,7144.626635,608279.7652,
104,7/30/2022,Saturday,5496.571427,41.44583892,83.72666863,83.36222195,6949.260049,586936.9281,
104,7/31/2022,Sunday,2953.285713,22.69086343,84.43935108,84.07499716,7068.605147,602052.9119,
104,8/1/2022,Monday,3729.42857,26.75321872,84.14409069,83.54727225,6980.1467,595759.3467,
104,8/2/2022,Tuesday,3934.999999,28.49154735,86.32995616,86.72775295,7521.703133,643405.1918,
104,8/3/2022,Wednesday,4554.999998,32.80334839,88.30900873,90.18333418,8133.033764,688676.1287,
104,8/4/2022,Thursday,4071.857142,29.38014197,85.03489318,85.91787255,7381.880824,614881.6202,
104,8/5/2022,Friday,4528.999999,32.3565444,81.03636371,81.12250988,6580.861609,532157.0683,
104,8/6/2022,Saturday,6399.571426,47.64418936,84.54230724,85.7850439,7359.073756,604257.8317,
104,8/7/2022,Sunday,4168.285714,30.75237018,85.05491001,87.31026871,7623.083022,615315.9435,
104,8/8/2022,Monday,4323.285714,30.69374976,86.70462898,88.02592567,7748.56359,651818.7552,
104,8/9/2022,Tuesday,4093.428571,28.66265474,79.61934075,79.61934122,6339.239496,504726.0636,
104,8/10/2022,Wednesday,3895.571429,28.40300418,81.5075468,81.35849085,6619.204034,541493.7722,
104,8/11/2022,Thursday,4145,29.59325014,84.81844463,84.05679651,7065.545039,610198.1868,
104,8/12/2022,Friday,4342.857142,31.8490326,84.24000013,84.69209112,7172.750298,597798.8519,
104,8/13/2022,Saturday,5090.857142,37.70545298,82.70999941,82.17190534,6752.222027,565814.4744,
104,8/14/2022,Sunday,3451.142856,25.54704932,84.29038481,84.10144157,7073.052474,598872.1395,
104,8/15/2022,Monday,3585.142856,25.76345082,83.4886249,83.96919529,7050.825757,581944.9773,
104,8/16/2022,Tuesday,3772.428571,26.82067544,84.32149327,85.1518708,7250.841101,599535.449,
104,8/17/2022,Wednesday,3994.857142,26.92584228,86.02358688,86.63773655,7506.097395,636579.4894,
104,8/18/2022,Thursday,4214.42857,28.55943745,84.9709069,84.59590648,7156.467394,613494.6228,
104,8/19/2022,Friday,4959.857142,35.85249097,84.72018062,85.38027555,7289.791453,608079.8592,
104,8/20/2022,Saturday,5939.285713,42.9830505,85.12697665,86.29953354,7447.60949,616881.3324,
104,8/21/2022,Sunday,4095.714285,30.28316187,86.3655501,87.59760799,7673.340926,644201.3502,
104,8/22/2022,Monday,3791.285713,26.6852948,86.44622569,87.87075662,7721.269868,646008.3167,
104,8/23/2022,Tuesday,3980.42857,29.13434402,86.2544608,89.12300507,7942.910034,641718.6982,
104,8/24/2022,Wednesday,3764.428571,26.7533717,85.69571646,87.91714151,7729.423771,629328.4164,
104,8/25/2022,Thursday,3639.428571,25.99888547,83.27442845,84.08447266,7070.198542,577477.3859,
104,8/26/2022,Friday,4646.285714,33.43446819,85.40555544,87.03703513,7575.445484,622957.4221,
104,8/27/2022,Saturday,6457,48.41671302,84.68074996,87.86197308,7719.726313,607231.2125,
104,8/28/2022,Sunday,3749,28.4677585,84.55734709,87.06777314,7580.79712,604580.3764,
104,8/29/2022,Monday,3761.714286,25.58203293,84.84185947,87.1269786,7591.110401,610703.6772,
104,8/30/2022,Tuesday,3739.428571,26.12662493,87.30740706,90.34907302,8162.954996,665507.9855,
104,8/31/2022,Wednesday,4199.999999,29.92377122,88.38578019,92.41137496,8539.862223,690473.7929,
104,9/1/2022,Thursday,4422.428571,31.46573279,89.42264129,94.0683963,8848.863182,715059.9934,
104,9/2/2022,Friday,6161.142856,45.324699,88.05504461,91.47889919,8368.388998,682751.5965,
104,9/3/2022,Saturday,7919.714285,59.30298914,87.42405719,89.95377397,8091.681451,668179.077,
104,9/4/2022,Sunday,6072.285714,44.60854297,89.26428619,91.74714123,8417.537924,711267.9003,
104,9/5/2022,Monday,4633.857142,34.41408538,87.82440116,90.86794117,8256.982732,677400.6228,
104,9/6/2022,Tuesday,4203.428571,29.80694962,89.00521283,93.05165736,8658.610938,705092.8797,
104,9/7/2022,Wednesday,4185.142856,32.14945659,88.60480848,91.53749939,8379.113795,695619.7012,
104,9/8/2022,Thursday,4429.142856,32.41727724,87.04714428,89.82428545,8068.402257,659574.0854,
104,9/9/2022,Friday,4476.428571,31.97873208,83.62561407,84.9211814,7211.607051,584814.2677,
104,9/10/2022,Saturday,4900.42857,36.10781305,77.22731896,77.2965862,5974.762238,460588.2708,
104,9/11/2022,Sunday,3166.999999,23.61568404,77.78391929,79.00804165,6242.270645,470619.0105,
104,9/12/2022,Monday,2494.285714,17.73653236,75.1989934,75.309045,5671.452258,425241.9311,
104,9/13/2022,Tuesday,2924.428571,21.36311753,76.23640827,76.41067975,5838.59198,443085.2384,
104,9/14/2022,Wednesday,2765.42857,19.60867827,73.07512517,73.22338195,5361.663665,390219.2625,
104,9/15/2022,Thursday,3391.999999,23.80356574,75.21421672,75.95196062,5768.700322,425500.2419,
104,9/16/2022,Friday,3923.714284,28.98109044,74.39999853,75.36116394,5679.305031,411830.7595,
104,9/17/2022,Saturday,5754.571427,42.18193009,75.32281516,76.35194064,5829.618839,427345.9867,
104,9/18/2022,Sunday,3364.142856,24.22792203,73.88543716,74.87475764,5606.229331,403344.8738,
104,9/19/2022,Monday,2837.428571,19.32041953,74.98291353,76.20804117,5807.665539,421586.7315,
104,9/20/2022,Tuesday,2731.999999,18.9693922,75.83811886,77.1915832,5958.540517,436176.8943,
104,9/21/2022,Wednesday,2859.428571,21.39906533,75.07899979,76.03900013,5781.929541,423209.5261,
104,9/22/2022,Thursday,2859.571428,21.14087094,74.34321633,75.49095484,5698.884262,410888.5493,
104,9/23/2022,Friday,3760.142856,28.33683362,75.6230404,76.89902208,5913.459597,432476.389,
104,9/24/2022,Saturday,5908.571427,46.99046641,78.33149883,79.82249908,6371.63136,480628.2677,
104,9/25/2022,Sunday,3223.857142,25.27315094,77.97871063,79.89653355,6383.456073,474163.5324,
104,9/26/2022,Monday,2756.857142,18.78613386,78.49299847,80.44649918,6471.63923,483607.2009,
104,9/27/2022,Tuesday,2830.571428,20.81742345,80.45560839,82.34292744,6780.357699,520797.5946,
104,9/28/2022,Wednesday,2643.714285,19.52667625,76.60344978,76.83054228,5902.932227,449515.8241,
104,9/29/2022,Thursday,3078.714285,22.74711537,76.93253447,78.38325402,6143.934511,455334.0417,
104,9/30/2022,Friday,3996.142856,29.14361232,77.24476206,78.70476049,6194.439323,460900.4362,
104,10/1/2022,Saturday,5620.142855,41.97292725,76.04558262,77.10697696,5945.485895,439766.3294,
104,10/2/2022,Sunday,3440.999999,26.85529101,76.5696085,77.18921542,5958.174977,448920.3364,
104,10/3/2022,Monday,2781,19.8831244,75.78817745,76.52808064,5856.547127,435315.7595,
104,10/4/2022,Tuesday,2721.285713,20.14978454,74.20246282,75.04285694,5631.430378,408559.1676,
104,10/5/2022,Wednesday,2711.42857,20.04313796,74.99666741,75.99571286,5775.348373,421818.765,
104,10/6/2022,Thursday,3023.571428,21.38022579,74.12705216,74.93526532,5615.293989,407314.7985,
104,10/7/2022,Friday,3788.42857,26.16372472,74.43047772,75.20047589,5655.111574,412337.1069,
104,10/8/2022,Saturday,5535.571428,41.7293191,74.40597109,75.23830661,5660.802781,411929.9484,
104,10/9/2022,Sunday,3143.571428,24.21769192,72.69593827,73.30355405,5373.411036,384176.1843,
104,10/10/2022,Monday,2398.142857,17.88975407,72.71641212,73.42153766,5390.722193,384500.8702,
104,10/11/2022,Tuesday,2520.857143,18.32978597,73.34564225,74.17487331,5501.911831,394568.9875,
104,10/12/2022,Wednesday,2570.142857,19.06376315,73.98039249,74.75637417,5588.515479,404901.9732,
104,10/13/2022,Thursday,2638.999999,19.8825377,73.1154245,73.85174154,5454.079729,390865.2108,
104,10/14/2022,Friday,3643.142856,27.04102814,72.2085713,72.97857263,5325.872063,376501.1063,
104,10/15/2022,Saturday,5069.428568,38.90179763,72.49310363,72.98817737,5327.274036,380969.3882,
104,10/16/2022,Sunday,3039.571427,23.89409787,67.24132495,67.24234534,4521.533007,304024.6429,
104,10/17/2022,Monday,2304.571428,16.79791862,68.09020685,68.17835192,4648.287671,315685.0102,
104,10/18/2022,Tuesday,1929.142857,13.8651978,70.3235317,70.54759461,4976.963105,347777.9311,
104,10/19/2022,Wednesday,2136.285714,16.19022576,70.40871962,70.76666808,5007.92131,349043.3275,
104,10/20/2022,Thursday,2145.714285,15.50605783,69.61489564,69.95212977,4893.300459,337370.0529,
104,10/21/2022,Friday,3028.857142,23.10765343,68.86834046,69.1356782,4779.742,326632.0927,
104,10/22/2022,Saturday,3979.428571,30.14359495,66.99897003,67.08556688,4500.473284,300749.1296,
104,10/23/2022,Sunday,1746.142857,13.21884425,55.14782578,55.64891376,3096.801602,167720.1278,
104,10/24/2022,Monday,1282,10.18433312,48.2777781,49.84127055,2484.15225,112523.1348,
104,10/25/2022,Tuesday,1365.714285,11.09120642,54.11904613,54.22116478,2939.934711,158507.7131,
104,10/26/2022,Wednesday,1286.428571,9.639310163,57.20382536,57.2360665,3275.967308,187186.7984,
104,10/27/2022,Thursday,1633.428571,13.190483,50.66358991,51.80564086,2683.824425,130043.2693,
104,10/28/2022,Friday,2500.428571,20.8676229,51.25920545,52.25273666,2730.348488,134683.8772,
104,10/29/2022,Saturday,4103.714285,30.73292234,57.56538406,57.92403885,3355.194277,190758.6409,
104,10/30/2022,Sunday,2125,15.82058487,59.39263165,59.62736875,3555.423104,209506.5991,
104,10/31/2022,Monday,2067.571428,15.88946581,58.76600002,58.95199955,3475.338251,202945.0172,
104,11/1/2022,Tuesday,1355.857143,9.677520703,61.84328328,61.84328328,3824.591687,236525.3071,
104,11/2/2022,Wednesday,1165.428571,9.372163344,53.46577505,54.371123,2956.219017,152836.6818,
104,11/3/2022,Thursday,995.4285713,7.494612833,42.04918058,45.02623019,2027.361405,74348.5685,
104,11/4/2022,Friday,1510,11.81041954,44.29274582,45.69378326,2087.921829,86895.60521,
104,11/5/2022,Saturday,2434.285714,18.36139984,49.84752425,50.05445577,2505.448542,123859.9156,
104,11/6/2022,Sunday,1456,11.22920094,52.99692279,53.00102533,2809.108686,148851.0699,
104,11/7/2022,Monday,1052.428571,8.024529374,58.85515416,59.01237065,3482.45989,203870.0853,
104,11/8/2022,Tuesday,953.8571427,6.958913752,54.18395741,54.64492051,2986.067338,159078.7478,
104,11/9/2022,Wednesday,1079.857143,9.293629437,45.36223515,47.92021337,2296.34685,93343.34,
104,11/10/2022,Thursday,1190,10.4157028,43.13152077,45.25108835,2047.660997,80238.77938,
104,11/11/2022,Friday,1504.285714,11.86143906,39.8413278,42.4173468,1799.231309,63241.39069,
104,11/12/2022,Saturday,2467.999999,18.46212793,42.76974382,43.94564133,1931.219392,78236.59605,
104,11/13/2022,Sunday,1164.857143,8.566308231,41.52063485,44.01058195,1936.931324,71580.04312,
104,11/14/2022,Monday,797.285714,6.219463232,40.32918854,42.79729649,1831.608587,65593.14446,
104,11/15/2022,Tuesday,878,6.798793677,38.58555463,42.62055581,1816.511778,57447.9111,
104,11/16/2022,Wednesday,814.4285713,6.418694919,38.57650298,42.45519092,1802.443236,57407.49107,
104,11/17/2022,Thursday,948.8571427,7.172938922,43.16096337,44.48395712,1978.822441,80403.2103,
104,11/18/2022,Friday,1230.714286,9.466147936,43.37692265,45.35692364,2057.250522,81616.17059,
104,11/19/2022,Saturday,2026.428571,15.62837957,37.14127019,41.45449785,1718.475392,51235.41474,
104,11/20/2022,Sunday,1304.857143,10.27506091,42.18645811,44.33124993,1965.259721,75079.1234,
104,11/21/2022,Monday,924.4285713,7.049954196,45.04731281,46.14838619,2129.673548,91412.72761,
104,11/22/2022,Tuesday,1248.857143,9.817445055,46.70899515,47.66772546,2272.21205,101906.4267,
104,11/23/2022,Wednesday,2524.428571,19.99986294,48.26965127,49.91393104,2491.400511,112466.3197,
104,11/24/2022,Thursday,6565,40.47180968,43.17644073,46.43874297,2156.556849,80489.73818,
104,11/25/2022,Friday,1274.714285,9.50550258,44.68651701,46.40393287,2153.324986,89233.82668,
104,11/26/2022,Saturday,1612.142856,12.03040974,46.18795808,47.3696321,2243.882045,98534.03985,
104,11/27/2022,Sunday,1040.428571,8.17113688,42.82291679,44.1578122,1949.912378,78528.7591,
104,11/28/2022,Monday,714.8571427,5.16760852,45.07386299,46.12840915,2127.83013,91574.45457,
104,11/29/2022,Tuesday,769.4285713,6.118603404,41.01436459,42.97016538,1846.435113,68993.46601,
104,11/30/2022,Wednesday,696.285714,5.222712334,41.02707118,41.63480691,1733.457147,69057.61011,
104,12/1/2022,Thursday,774.4285713,6.162876045,43.39243257,45.83675714,2101.008306,81703.75032,
104,12/2/2022,Friday,1159.428571,8.471449455,46.39891875,48.32162148,2334.979102,99890.3605,
104,12/3/2022,Saturday,1881.714285,14.40918179,48.00541931,48.47438393,2349.765898,110629.4625,
104,12/4/2022,Sunday,1309.285714,9.707187134,48.49375043,49.12395841,2413.16329,114040.0291,
104,12/5/2022,Monday,772,5.802693262,48.3027786,49.79777798,2479.818692,112698.0347,
104,12/6/2022,Tuesday,783.4285713,6.261473489,44.95139586,45.77485966,2095.337777,90830.04862,
104,12/7/2022,Wednesday,781.285714,5.665981224,43.94413389,44.74078286,2001.737651,84859.94141,
104,12/8/2022,Thursday,203,1.912265932,44.80454627,45.29545489,2051.678234,89942.76841,
104,12/9/2022,Friday,320.8571427,2.726159216,44.43061206,45.23673451,2046.362149,87709.55101,
104,12/10/2022,Saturday,452,3.854842854,46.21818256,47.6545463,2270.955783,98727.6026,
104,12/11/2022,Sunday,292,2.412658268,39.77333332,44.29999983,1962.489985,62918.15361,
104,12/12/2022,Monday,183.4285713,1.561367712,37.10238075,41.53095182,1724.819959,51074.64231,
104,12/13/2022,Tuesday,186.4285713,1.48352153,38.20232551,40.21162885,1616.975095,55753.14905,
104,12/14/2022,Wednesday,770,5.856519294,34.50173366,37.45375694,1402.783909,41069.81577,
104,12/15/2022,Thursday,741.285714,5.52087907,35.09943502,38.03615779,1446.7493,43241.46285,
104,12/16/2022,Friday,1065,7.864765868,31.46595791,35.4808516,1258.89083,31154.64967,
104,12/17/2022,Saturday,1790.571428,13.93526818,33.43781024,35.32039733,1247.530468,37386.38609,
104,12/18/2022,Sunday,1161.285714,8.681997786,36.02375623,37.08618756,1375.385308,46748.42518,
104,12/19/2022,Monday,742,5.825330006,38.13599978,38.38400072,1473.331512,55463.26209,
104,12/20/2022,Tuesday,740,5.868161926,40.22159113,40.94034043,1676.111475,65069.5406,
